subsystem,reaction
"Transport, mitochondrial",r0835
"Transport, mitochondrial",r0836
"Transport, mitochondrial",r0838
"Transport, mitochondrial",r0885
"Transport, mitochondrial",r0907
"Transport, mitochondrial",r0911
"Transport, mitochondrial",r0913
"Transport, mitochondrial",r0915
"Transport, mitochondrial",r0917
"Transport, mitochondrial",r0921
"Transport, mitochondrial",r0926
"Transport, mitochondrial",r0927
"Transport, mitochondrial",r0950
"Transport, mitochondrial",r0962
"Transport, mitochondrial",r0973
"Transport, mitochondrial",r0975
"Transport, mitochondrial",r1001
"Transport, mitochondrial",r1005
"Transport, mitochondrial",r1008
"Transport, mitochondrial",r1020
"Transport, mitochondrial",r1078
"Transport, mitochondrial",r1117
"Transport, mitochondrial",r1146
"Transport, mitochondrial",r1155
"Transport, mitochondrial",r1291
"Transport, mitochondrial",r1427
"Transport, mitochondrial",r1434
"Transport, mitochondrial",r1435
"Transport, mitochondrial",r1436
"Transport, mitochondrial",r1437
"Transport, mitochondrial",r1440
"Transport, mitochondrial",r1454
"Transport, mitochondrial",r1455
"Transport, mitochondrial",r1456
"Transport, mitochondrial",r1467
"Transport, mitochondrial",r1468
"Transport, mitochondrial",r2371
"Transport, mitochondrial",r2372
"Transport, mitochondrial",r2373
"Transport, mitochondrial",r2374
"Transport, mitochondrial",r2375
"Transport, mitochondrial",r2376
"Transport, mitochondrial",r2377
"Transport, mitochondrial",r2378
"Transport, mitochondrial",r2379
"Transport, mitochondrial",r2380
"Transport, mitochondrial",r2381
"Transport, mitochondrial",r2382
"Transport, mitochondrial",r2384
"Transport, mitochondrial",r2385
"Transport, mitochondrial",r2386
"Transport, mitochondrial",r2387
"Transport, mitochondrial",r2388
"Transport, mitochondrial",r2389
"Transport, mitochondrial",r2390
"Transport, mitochondrial",r2391
"Transport, mitochondrial",r2392
"Transport, mitochondrial",r2393
"Transport, mitochondrial",r2394
"Transport, mitochondrial",r2395
"Transport, mitochondrial",r2396
"Transport, mitochondrial",r2397
"Transport, mitochondrial",r2398
"Transport, mitochondrial",r2399
"Transport, mitochondrial",r2400
"Transport, mitochondrial",r2401
"Transport, mitochondrial",r2402
"Transport, mitochondrial",r2403
"Transport, mitochondrial",r2404
"Transport, mitochondrial",r2405
"Transport, mitochondrial",r2406
"Transport, mitochondrial",r2407
"Transport, mitochondrial",r2408
"Transport, mitochondrial",r2409
"Transport, mitochondrial",r2410
"Transport, mitochondrial",r2411
"Transport, mitochondrial",r2412
"Transport, mitochondrial",r2413
"Transport, mitochondrial",r2416
"Transport, mitochondrial",r2419
"Transport, mitochondrial",r2420
"Transport, mitochondrial",r2425
"Transport, mitochondrial",r2433
"Transport, mitochondrial",r2434
"Transport, mitochondrial",r2435
"Transport, mitochondrial",r2436
"Transport, mitochondrial",r2437
"Transport, mitochondrial",r2438
"Transport, mitochondrial",r2472
"Transport, mitochondrial",r2520
"Transport, mitochondrial",r2539
"Transport, mitochondrial",C4tmc
"Transport, mitochondrial",3AIB_Dtm
"Transport, mitochondrial",AHCYStd
"Transport, mitochondrial",AMETtd
"Transport, mitochondrial",DATPtm
"Transport, mitochondrial",DCTPtm
"Transport, mitochondrial",DGTPtm
"Transport, mitochondrial",DHAPtc
"Transport, mitochondrial",DTTPtm
"Transport, mitochondrial",GLU5SAtmc
"Transport, mitochondrial",NADtm
"Transport, mitochondrial",PPItm
"Transport, mitochondrial",q10h2tc
"Transport, mitochondrial",q10tm
"Transport, mitochondrial",ACGLYtc
"Transport, mitochondrial",ACTHRtc
"Transport, mitochondrial",C02712tm
"Transport, mitochondrial",C05953tm
"Transport, mitochondrial",SACCRP_Lte
"Transport, mitochondrial",ACILEtm
"Transport, mitochondrial",ACLEUtm
"Transport, mitochondrial",ACHOMtm
"Transport, mitochondrial",XOL27OHtmc
"Transport, mitochondrial",GLYCLTtm
"Transport, mitochondrial",BGLYtm
"Transport, mitochondrial",PHEACGLYtm
"Transport, mitochondrial",HXAt1
"Transport, mitochondrial",PACALDtm
"Transport, mitochondrial",BZtm
"Transport, mitochondrial",PA_HStm
"Transport, mitochondrial",MALOAtm
"Transport, mitochondrial",MLTHFtm
"Transport, mitochondrial",2MOPtm
"Transport, mitochondrial",MMALtm
"Transport, mitochondrial",r2514m
"Transport, mitochondrial",34HPLtm
"Transport, mitochondrial",3HMPtm
"Transport, mitochondrial",3HPPtm
"Transport, mitochondrial",ACGLUtm
"Transport, mitochondrial",LPAMtm
"Transport, mitochondrial",r2535m
"Transport, mitochondrial",PGP_hs_tm
"Transport, mitochondrial",PROSTGE2t2m
"Transport, mitochondrial",PGLYCtm
"Transport, mitochondrial",FORTHFC
"Transport, mitochondrial",PHPYRtm
"Transport, mitochondrial",CE4970tm
"Transport, mitochondrial",CE2026tm
"Transport, mitochondrial",CE4968tm
"Transport, mitochondrial",ACTYRtc
"Transport, mitochondrial",CE2176tm
"Transport, mitochondrial",NACVANALAtm
"Transport, mitochondrial",2M3HBUtm
"Transport, mitochondrial",2M3OVACtm
"Transport, mitochondrial",3MGLUTACtm
"Transport, mitochondrial",PPIOGLYtm
"Transport, mitochondrial",TIGGLYtm
"Transport, mitochondrial",3OHGLUTACtm
"Transport, mitochondrial",GLUTCONtm
"Transport, mitochondrial",3HIVActm
"Transport, mitochondrial",4OHBUTtmc
"Transport, mitochondrial",THEXDDtm
"Transport, mitochondrial",HEXDTRtm
"Transport, mitochondrial",HPDECEtm
"Transport, mitochondrial",5EIPENCtm
"Transport, mitochondrial",ISOBUTtm
"Transport, mitochondrial",NACCYStm
"Transport, mitochondrial",AGRMtm
"Transport, mitochondrial",T4HCINNMtm
"Transport, mitochondrial",4HBZtm
"Transport, mitochondrial",SUCSALtm
"Transport, mitochondrial",TETTET6COAtm
"Transport, mitochondrial",TETPENT6COAtm
"Transport, mitochondrial",TETPENT3COAtm
"Transport, mitochondrial",GD3tm
"Transport, mitochondrial",HMR_0157
"Transport, mitochondrial",HMR_0166
"Transport, mitochondrial",HMR_0172
"Transport, mitochondrial",HMR_0178
"Transport, mitochondrial",HMR_0182
"Transport, mitochondrial",HMR_0185
"Transport, mitochondrial",HMR_0587
"Transport, mitochondrial",HMR_0962
"Transport, mitochondrial",HMR_1243
"Transport, mitochondrial",HMR_1284
"Transport, mitochondrial",HMR_1620
"Transport, mitochondrial",HMR_1630
"Transport, mitochondrial",HMR_1666
"Transport, mitochondrial",HMR_1744
"Transport, mitochondrial",HMR_1745
"Transport, mitochondrial",HMR_1752
"Transport, mitochondrial",HMR_1753
"Transport, mitochondrial",HMR_1764
"Transport, mitochondrial",HMR_2127
"Transport, mitochondrial",HMR_2603
"Transport, mitochondrial",HMR_2604
"Transport, mitochondrial",HMR_2609
"Transport, mitochondrial",HMR_2610
"Transport, mitochondrial",HMR_2612
"Transport, mitochondrial",HMR_2613
"Transport, mitochondrial",HMR_2621
"Transport, mitochondrial",HMR_2622
"Transport, mitochondrial",HMR_2624
"Transport, mitochondrial",HMR_2634
"Transport, mitochondrial",HMR_2635
"Transport, mitochondrial",HMR_2644
"Transport, mitochondrial",HMR_2649
"Transport, mitochondrial",HMR_2650
"Transport, mitochondrial",HMR_2652
"Transport, mitochondrial",HMR_2653
"Transport, mitochondrial",HMR_2655
"Transport, mitochondrial",HMR_2659
"Transport, mitochondrial",HMR_2661
"Transport, mitochondrial",HMR_2662
"Transport, mitochondrial",HMR_2667
"Transport, mitochondrial",HMR_2668
"Transport, mitochondrial",HMR_2670
"Transport, mitochondrial",HMR_2671
"Transport, mitochondrial",HMR_2673
"Transport, mitochondrial",HMR_2676
"Transport, mitochondrial",HMR_2677
"Transport, mitochondrial",HMR_2679
"Transport, mitochondrial",HMR_2682
"Transport, mitochondrial",HMR_2683
"Transport, mitochondrial",HMR_2685
"Transport, mitochondrial",HMR_2686
"Transport, mitochondrial",HMR_2688
"Transport, mitochondrial",HMR_2689
"Transport, mitochondrial",HMR_2691
"Transport, mitochondrial",HMR_2692
"Transport, mitochondrial",HMR_2695
"Transport, mitochondrial",HMR_2697
"Transport, mitochondrial",HMR_2700
"Transport, mitochondrial",HMR_2701
"Transport, mitochondrial",HMR_2703
"Transport, mitochondrial",HMR_2704
"Transport, mitochondrial",HMR_2706
"Transport, mitochondrial",HMR_2707
"Transport, mitochondrial",HMR_2709
"Transport, mitochondrial",HMR_2710
"Transport, mitochondrial",HMR_2712
"Transport, mitochondrial",HMR_2713
"Transport, mitochondrial",HMR_2715
"Transport, mitochondrial",HMR_2718
"Transport, mitochondrial",HMR_2722
"Transport, mitochondrial",HMR_2727
"Transport, mitochondrial",HMR_2731
"Transport, mitochondrial",HMR_2734
"Transport, mitochondrial",HMR_2735
"Transport, mitochondrial",HMR_2737
"Transport, mitochondrial",HMR_2738
"Transport, mitochondrial",HMR_2740
"Transport, mitochondrial",HMR_2741
"Transport, mitochondrial",HMR_2744
"Transport, mitochondrial",HMR_2748
"Transport, mitochondrial",HMR_2753
"Transport, mitochondrial",HMR_2757
"Transport, mitochondrial",HMR_2760
"Transport, mitochondrial",HMR_2764
"Transport, mitochondrial",HMR_2769
"Transport, mitochondrial",HMR_2770
"Transport, mitochondrial",HMR_2772
"Transport, mitochondrial",HMR_2773
"Transport, mitochondrial",HMR_2775
"Transport, mitochondrial",HMR_2776
"Transport, mitochondrial",HMR_3520
"Transport, mitochondrial",HMR_3864
"Transport, mitochondrial",HMR_4266
"Transport, mitochondrial",HMR_4756
"Transport, mitochondrial",HMR_4957
"Transport, mitochondrial",HMR_4964
"Transport, mitochondrial",HMR_5101
"Transport, mitochondrial",HMR_5420
"Transport, mitochondrial",HMR_6408
"Transport, mitochondrial",HMR_7757
"Transport, mitochondrial",HMR_7758
"Transport, mitochondrial",HMR_8418
"Transport, mitochondrial",HMR_8475
"Transport, mitochondrial",HMR_8505
"Transport, mitochondrial",HMR_8510
"Transport, mitochondrial",HMR_8562
"Transport, mitochondrial",HMR_8776
"Transport, mitochondrial",HMR_9019
"Transport, mitochondrial",HMR_9174
"Transport, mitochondrial",HMR_9676
"Transport, mitochondrial",1A25HVITD2tm
"Transport, mitochondrial",DCMPtm
"Transport, mitochondrial",Htmi
"Transport, nuclear",35CGMPtn
"Transport, nuclear",ACCOAtn
"Transport, nuclear",ACHtn
"Transport, nuclear",ACNAMtn
"Transport, nuclear",ATPtn
"Transport, nuclear",BIOCYTtn
"Transport, nuclear",BTNtn
"Transport, nuclear",CHOLtn
"Transport, nuclear",CMPACNAtn
"Transport, nuclear",COAtn
"Transport, nuclear",CTPtn
"Transport, nuclear",CYTDtn
"Transport, nuclear",DATPtn
"Transport, nuclear",DCTPtn
"Transport, nuclear",DGTPtn
"Transport, nuclear",DIDPtn
"Transport, nuclear",DITPtn
"Transport, nuclear",DNADtn
"Transport, nuclear",DTDPtn
"Transport, nuclear",DTTPtn
"Transport, nuclear",DUDPtn
"Transport, nuclear",DUMPtn
"Transport, nuclear",DURItn
"Transport, nuclear",GMPtn
"Transport, nuclear",H2O2tn
"Transport, nuclear",H2Otn
"Transport, nuclear",HRETNtn
"Transport, nuclear",IDPtn
"Transport, nuclear",ITPtn
"Transport, nuclear",LYStn
"Transport, nuclear",MI14Ptn
"Transport, nuclear",MI1P_Dtn
"Transport, nuclear",MINOHPtn
"Transport, nuclear",NADtn
"Transport, nuclear",NH4tn
"Transport, nuclear",NICRNTtn
"Transport, nuclear",NMNtn
"Transport, nuclear",O2Stn
"Transport, nuclear",O2tn
"Transport, nuclear",ORETNtn
"Transport, nuclear",ORETNtn2
"Transport, nuclear",PA_HStn
"Transport, nuclear",PAIL_HStn
"Transport, nuclear",PAIL45P_HStn
"Transport, nuclear",PAIL4P_HStn
"Transport, nuclear",PItn
"Transport, nuclear",PPMI12346Ptn
"Transport, nuclear",RAtn
"Transport, nuclear",RAtn3
"Transport, nuclear",Uritn
"Transport, nuclear",UTPtn
"Transport, nuclear",r1459
"Transport, nuclear",1a25DHVITD3TRn
"Transport, nuclear",4ABUTtcn
"Transport, nuclear",UDPGALt2n
"Transport, nuclear",PCHOL_HStn
"Transport, nuclear",CHOLPtn
"Transport, nuclear",SPHGNtn
"Transport, nuclear",SPHINGStn
"Transport, nuclear",GDA1tn
"Transport, nuclear",GALSIDEtn
"Transport, nuclear",CERT1tn
"Transport, nuclear",GD1Atn
"Transport, nuclear",HMR_0984
"Transport, nuclear",HMR_1095
"Transport, nuclear",HMR_2585
"Transport, nuclear",HMR_6617
"Transport, nuclear",HMR_6619
"Transport, nuclear",HMR_7712
"Transport, nuclear",HMR_8476
"Transport, nuclear",HMR_9674
"Transport, peroxisomal",ACACtx
"Transport, peroxisomal",ACALDtx
"Transport, peroxisomal",ADPtx
"Transport, peroxisomal",ADRNCOAtx
"Transport, peroxisomal",AKGtp
"Transport, peroxisomal",AMPtp
"Transport, peroxisomal",ARACHCOAtx
"Transport, peroxisomal",ARACHDCOAtx
"Transport, peroxisomal",ASPDxt
"Transport, peroxisomal",ATPtx
"Transport, peroxisomal",C226COAtx
"Transport, peroxisomal",CLPNDCOAtx
"Transport, peroxisomal",CO2tp
"Transport, peroxisomal",COAtp
"Transport, peroxisomal",CRNCAR3tp
"Transport, peroxisomal",CRNCARtp
"Transport, peroxisomal",CRNtx
"Transport, peroxisomal",DCSPTN1COAtx
"Transport, peroxisomal",DGCHOLtx
"Transport, peroxisomal",DHCHOLESTANATEtm
"Transport, peroxisomal",ETOHtx
"Transport, peroxisomal",FADH2tx
"Transport, peroxisomal",FADtx
"Transport, peroxisomal",FORMCOAtx
"Transport, peroxisomal",FRDPtc
"Transport, peroxisomal",FRDPtr
"Transport, peroxisomal",GCHOLAtx
"Transport, peroxisomal",GLXtp
"Transport, peroxisomal",GLYCLTtp
"Transport, peroxisomal",GLYtp
"Transport, peroxisomal",H2O2tp
"Transport, peroxisomal",H2Otp
"Transport, peroxisomal",HDD2COAtx
"Transport, peroxisomal",HEXCCOAtx
"Transport, peroxisomal",HMGCOAtx
"Transport, peroxisomal",HPYRtp
"Transport, peroxisomal",Htx
"Transport, peroxisomal",HXANtx
"Transport, peroxisomal",IPDPtx
"Transport, peroxisomal",LGNCCOAtx
"Transport, peroxisomal",LYStip
"Transport, peroxisomal",NADHtpu
"Transport, peroxisomal",NADPHtxu
"Transport, peroxisomal",NADPtxu
"Transport, peroxisomal",NAtx
"Transport, peroxisomal",NH4tp
"Transport, peroxisomal",NRVNCCOAtx
"Transport, peroxisomal",O2Stx
"Transport, peroxisomal",O2tp
"Transport, peroxisomal",OCCOAtx
"Transport, peroxisomal",ODECOAtx
"Transport, peroxisomal",OXAtp
"Transport, peroxisomal",PItx
"Transport, peroxisomal",PMTCOAtx
"Transport, peroxisomal",PPItx
"Transport, peroxisomal",PRISTANALtx
"Transport, peroxisomal",PRISTCOAtx
"Transport, peroxisomal",PRISTtx
"Transport, peroxisomal",SARCStp
"Transport, peroxisomal",SCP21x
"Transport, peroxisomal",SCP22x
"Transport, peroxisomal",SERtp
"Transport, peroxisomal",STCOAtx
"Transport, peroxisomal",SUCCtp
"Transport, peroxisomal",TCHOLAtx
"Transport, peroxisomal",TDCHOLAtx
"Transport, peroxisomal",TETHEX3COAtx
"Transport, peroxisomal",TETPENT3COAtx
"Transport, peroxisomal",TETPENT6COAtx
"Transport, peroxisomal",TETTET6COAtx
"Transport, peroxisomal",THCHOLSTOICtm
"Transport, peroxisomal",THP2Ctp
"Transport, peroxisomal",TMNDNCCOAtx
"Transport, peroxisomal",URATEtx
"Transport, peroxisomal",XANtx
"Transport, peroxisomal",r0934
"Transport, peroxisomal",r0954
"Transport, peroxisomal",r0990
"Transport, peroxisomal",r0997
"Transport, peroxisomal",r0999
"Transport, peroxisomal",r1003
"Transport, peroxisomal",r1006
"Transport, peroxisomal",r1007
"Transport, peroxisomal",r1012
"Transport, peroxisomal",r1014
"Transport, peroxisomal",r1019
"Transport, peroxisomal",r1147
"Transport, peroxisomal",r1148
"Transport, peroxisomal",r1292
"Transport, peroxisomal",r1428
"Transport, peroxisomal",r1429
"Transport, peroxisomal",r2497
"Transport, peroxisomal",r2498
"Transport, peroxisomal",r2499
"Transport, peroxisomal",r2501
"Transport, peroxisomal",r2502
"Transport, peroxisomal",r2503
"Transport, peroxisomal",r2516
"Transport, peroxisomal",r2517
"Transport, peroxisomal",r2518
"Transport, peroxisomal",C16txc
"Transport, peroxisomal",C2tcx
"Transport, peroxisomal",C4tcx
"Transport, peroxisomal",C4x
"Transport, peroxisomal",C6COAt
"Transport, peroxisomal",C6CRNtcx
"Transport, peroxisomal",C9BRxtc
"Transport, peroxisomal",DCSPTN1COAtxc
"Transport, peroxisomal",DOCO13ECOAtxc
"Transport, peroxisomal",DOCOSCOAtxc
"Transport, peroxisomal",LGNCCOAtcx
"Transport, peroxisomal",NRVNCCOAtxc
"Transport, peroxisomal",PRISTCOAtcx
"Transport, peroxisomal",SCP21cx
"Transport, peroxisomal",STCOATxc
"Transport, peroxisomal",STRDNCCOAtxc
"Transport, peroxisomal",CRNrtx
"Transport, peroxisomal",LACLt
"Transport, peroxisomal",MAL_Ltx
"Transport, peroxisomal",NADtx
"Transport, peroxisomal",C03990tx
"Transport, peroxisomal",HXCOAtx
"Transport, peroxisomal",LPIPECOLtx
"Transport, peroxisomal",HXAt2
"Transport, peroxisomal",C02592tx
"Transport, peroxisomal",3HADPACtxc
"Transport, peroxisomal",3OHSEBACtxc
"Transport, peroxisomal",3OHSUBACtxc
"Transport, peroxisomal",ORN_Dtx
"Transport, peroxisomal",5G2OXPTtx
"Transport, peroxisomal",5A2OPNTNtx
"Transport, peroxisomal",ARG_Dtx
"Transport, peroxisomal",HMR_1104
"Transport, peroxisomal",HMR_1135
"Transport, peroxisomal",HMR_1242
"Transport, peroxisomal",HMR_1283
"Transport, peroxisomal",HMR_1623
"Transport, peroxisomal",HMR_1629
"Transport, peroxisomal",HMR_1665
"Transport, peroxisomal",HMR_1701
"Transport, peroxisomal",HMR_1758
"Transport, peroxisomal",HMR_1759
"Transport, peroxisomal",HMR_3018
"Transport, peroxisomal",HMR_3021
"Transport, peroxisomal",HMR_3023
"Transport, peroxisomal",HMR_3106
"Transport, peroxisomal",HMR_3478
"Transport, peroxisomal",HMR_3867
"Transport, peroxisomal",HMR_4790
"Transport, peroxisomal",HMR_6986
"Transport, peroxisomal",HMR_9179
"Transport, peroxisomal",HMR_9678
"Transport, peroxisomal",HMR_9679
"Transport, peroxisomal",HMR_9680
Triacylglycerol synthesis,AGPAT1
Triacylglycerol synthesis,DGAT
Triacylglycerol synthesis,GPAM_hs
Triacylglycerol synthesis,LPS
Triacylglycerol synthesis,LPS2
Triacylglycerol synthesis,LPS3
Triacylglycerol synthesis,LPS4e
Triacylglycerol synthesis,MOGAT
Triacylglycerol synthesis,PPAP
Tryptophan metabolism,2OXOADPTm
Tryptophan metabolism,3HAO
Tryptophan metabolism,3HKYNAKGAT
Tryptophan metabolism,5HLTDL
Tryptophan metabolism,5HOXINDACTO2OX
Tryptophan metabolism,5HOXINOXDA
Tryptophan metabolism,ACACT1rm
Tryptophan metabolism,ACSRTNMT
Tryptophan metabolism,ALDD20x
Tryptophan metabolism,ALDD20xm
Tryptophan metabolism,AMCOXO
Tryptophan metabolism,ECOAH1m
Tryptophan metabolism,ECOAH1x
Tryptophan metabolism,FKYNH
Tryptophan metabolism,GLUTCOADHm
Tryptophan metabolism,HACD1m
Tryptophan metabolism,HACD1x
Tryptophan metabolism,HKYNH
Tryptophan metabolism,KYN
Tryptophan metabolism,KYN3OX
Tryptophan metabolism,KYNAKGAT
Tryptophan metabolism,KYNATESYN
Tryptophan metabolism,LFORKYNHYD
Tryptophan metabolism,LTDCL
Tryptophan metabolism,MELATN23DOX
Tryptophan metabolism,MELATNOX
Tryptophan metabolism,PCLAD
Tryptophan metabolism,QUILSYN
Tryptophan metabolism,SRTNACT
Tryptophan metabolism,TRPHYDRO2
Tryptophan metabolism,TRPO2
Tryptophan metabolism,TRYPTAOX
Tryptophan metabolism,r0239
Tryptophan metabolism,r0541
Tryptophan metabolism,r0645
Tryptophan metabolism,r0647
Tryptophan metabolism,r0758
Tryptophan metabolism,RE0549C
Tryptophan metabolism,RE1233C
Tryptophan metabolism,RE1711C
Tryptophan metabolism,RE2349C
Tryptophan metabolism,RE2426C
Tryptophan metabolism,RE2439C
Tryptophan metabolism,RE2562C
Tryptophan metabolism,ACACT1r
Tyrosine metabolism,34DHOXPEGOX
Tyrosine metabolism,34DHPHAMT
Tyrosine metabolism,34DHPLACOX
Tyrosine metabolism,34DHPLACOX_NADP_
Tyrosine metabolism,34DHXMANDACOX
Tyrosine metabolism,34DHXMANDACOX_NADP_
